Title,Year,Rating,Box Office,Category
Movie D,1983,7.7,625877966.73,Romance
Movie D,2012,3.3,922203550.89,Romance
Movie B,2005,3.7,113567444.28,Drama
Movie E,2011,6.8,35506720.31,Romance
Movie B,1982,7.3,390422245.56,Romance
Movie E,2000,5.4,125888767.05,Crime
Movie E,1991,9.6,31098853.86,Action
Movie C,1981,9.2,570337523.76,Comedy
Movie C,2022,2.0,45299359.22,Drama
Movie D,1999,8.2,548704430.53,Action
Movie D,1995,5.4,321648449.68,Action
Movie A,2020,2.0,437774469.32,Action
Movie D,2023,5.6,794940567.19,Drama
Movie D,1990,5.8,112771463.05,Romance
Movie D,2019,3.7,257854059.01,Romance
Movie E,2005,1.5,886016170.81,Comedy
Movie C,1990,8.5,421730094.28,Romance
Movie A,2013,5.6,377818543.23,Action
Movie D,1985,1.3,994247836.56,Crime
Movie D,2006,7.3,715972469.62,Drama
Movie C,2000,2.0,581139941.34,Action
Movie C,2022,1.6,90785608.73,Drama
Movie B,1989,3.6,65672309.44,Drama
Movie D,2004,3.4,865563937.21,Crime
Movie E,2015,3.1,751760741.18,Drama
Movie A,1993,7.8,180506979.38,Drama
Movie B,1983,5.0,174501988.2,Comedy
Movie A,2005,2.8,246038179.03,Comedy
Movie B,1987,6.2,364847782.28,Drama
Movie A,1998,8.1,855048844.14,Drama
Movie B,2020,9.7,592776247.09,Action
Movie B,1994,7.8,447240235.06,Romance
Movie C,1991,3.8,162845501.6,Drama
Movie E,2011,7.2,116636565.18,Romance
Movie D,1989,6.2,794987174.29,Action
Movie B,1981,6.2,239507951.09,Action
Movie D,1987,2.9,260497890.69,Crime
Movie B,1985,5.0,210770870.49,Action
Movie B,1989,1.7,293772528.46,Romance
Movie D,2021,8.8,857582776.67,Romance
Movie A,2005,5.5,408324817.32,Drama
Movie C,2007,3.3,380306367.0,Crime
Movie A,2020,7.9,779917129.68,Romance
Movie C,1995,2.0,206455979.31,Crime
Movie B,1989,8.1,285728843.72,Crime
Movie B,2002,5.3,442439274.65,Action
Movie D,1983,2.3,374443375.22,Crime
Movie A,1993,8.0,571579933.97,Crime
Movie A,2023,2.8,564676388.79,Romance
Movie C,1990,7.3,609527460.63,Romance
Movie A,2000,5.9,739943731.42,Drama
Movie E,2007,9.9,84482015.2,Action
Movie A,2020,9.8,155671872.45,Comedy
Movie D,2005,4.4,849410574.81,Drama
Movie E,2022,4.4,857582776.67,Action
Movie E,2020,2.7,353028416.26,Action
Movie E,2001,4.7,924845204.98,Drama
Movie D,1990,7.1,318204294.83,Comedy
Movie C,2008,6.5,254049997.57,Comedy
Movie C,2014,2.5,375980428.29,Romance
Movie E,1993,4.2,986969572.34,Action
Movie D,1997,8.1,199139522.61,Drama
Movie D,2002,4.5,488925898.75,Drama
Movie C,1986,4.0,992459631.46,Romance
Movie D,1993,3.7,460071947.93,Comedy
Movie D,1980,3.1,395626522.67,Romance
Movie B,1989,1.2,337381347.55,Action
Movie C,1999,8.8,749011794.76,Action
Movie B,1993,6.7,329807218.06,Crime
Movie C,2001,7.0,286982546.19,Drama
Movie E,2012,6.6,707685603.39,Action
Movie D,1982,6.0,310025807.43,Romance
Movie E,2020,8.1,956727313.27,Romance
Movie A,1986,9.8,241589414.07,Comedy
Movie C,2006,1.9,885583021.11,Crime
Movie C,2019,5.7,860494459.88,Romance
Movie A,2020,6.9,409137392.22,Crime
Movie B,2018,1.5,826303500.71,Crime
Movie B,2020,9.5,251135373.2,Romance
Movie A,1984,9.8,250035028.33,Drama
Movie C,1981,4.8,273242380.69,Action
Movie D,2005,6.5,494135759.96,Romance
Movie D,2004,7.9,364145800.7,Action
Movie A,1994,7.9,967490765.87,Romance
Movie D,2016,6.9,181465508.33,Crime
Movie C,2011,2.3,776812398.39,Crime
Movie D,2000,9.6,998494555.79,Romance
Movie B,2016,5.8,941199473.47,Action
Movie B,1993,4.8,657296723.99,Romance
Movie A,2010,9.3,179217144.1,Drama
Movie E,2021,7.6,659461215.09,Action
Movie A,2008,5.2,74977703.34,Crime
Movie B,1983,1.2,941002899.17,Crime
Movie D,2007,3.4,269481856.93,Crime
Movie B,1995,8.4,762900839.02,Comedy
Movie A,1993,5.1,921376687.41,Comedy
Movie B,2009,1.3,676966422.05,Crime
Movie E,2021,5.2,815878765.89,Comedy
Movie B,2017,1.5,594125270.35,Action
Movie A,2015,9.6,341412818.19,Drama
Movie B,2023,6.0,6957052.89,Romance
Movie D,2022,7.5,953907546.97,Crime
Movie C,1995,8.3,147521902.75,Action
Movie D,2001,8.1,89588493.64,Action
Movie C,1981,8.5,668824208.25,Action
Movie E,1995,6.9,53091808.98,Drama
Movie D,2022,3.8,476695370.0,Action
Movie C,2011,2.3,797389856.49,Crime
Movie E,2016,3.0,158874072.18,Romance
Movie C,2007,2.9,634683796.22,Crime
Movie E,1991,4.9,535071891.46,Drama
Movie E,2004,1.3,370463210.59,Action
Movie A,2011,6.6,944963843.12,Crime
Movie E,2010,1.3,136274959.71,Action
Movie A,1992,3.1,792740142.54,Crime
Movie E,1982,4.7,144849623.56,Comedy
Movie C,1989,1.4,355580196.77,Comedy
Movie A,2011,7.3,236680619.1,Crime
Movie C,2019,5.7,272163430.49,Action
Movie E,1995,1.1,478342767.32,Action
Movie D,2007,5.9,898983717.84,Drama
Movie A,1993,3.6,364468744.13,Romance
Movie B,1982,3.4,28182132.4,Romance
Movie C,2009,9.9,306620655.91,Romance
Movie D,2020,8.7,151189060.59,Romance
Movie A,2023,4.0,641398877.56,Drama
Movie E,2022,8.6,771838923.33,Crime
Movie C,2015,8.7,225224487.08,Crime
Movie D,2002,5.8,584686354.44,Crime
Movie B,1997,7.9,350284417.72,Crime
Movie D,2005,3.2,171962249.96,Romance
Movie C,1983,1.7,192302083.0,Comedy
Movie C,1986,5.5,50325331.01,Action
Movie B,2006,10.0,473544691.32,Romance
Movie A,2000,7.3,613047180.71,Comedy
Movie C,2000,9.3,404741030.76,Drama
Movie A,2010,2.7,128165475.76,Drama
Movie E,1999,2.6,502726242.84,Romance
Movie D,1991,3.3,423778449.62,Comedy
Movie B,2023,4.9,720843526.86,Action
Movie D,2008,6.4,799492162.56,Drama
Movie E,1988,3.9,449878831.43,Romance
Movie D,1991,4.1,181460521.85,Drama
Movie D,2016,1.3,712077176.53,Action
Movie C,2001,5.6,192993655.14,Comedy
Movie A,2014,3.6,493680573.75,Drama
Movie C,2006,9.5,882142397.55,Romance
Movie A,2000,3.9,373831306.77,Comedy
Movie C,1991,3.5,181460521.85,Comedy
Movie A,1997,6.6,910832786.31,Drama
Movie C,1992,8.7,617253105.89,Crime
Movie A,2003,4.6,341783626.97,Romance
Movie E,2023,7.0,757825872.84,Crime
Movie E,2009,3.7,73218284.65,Drama
Movie D,2016,6.6,296184794.65,Comedy
Movie C,1986,1.9,805730110.59,Comedy
Movie E,1996,9.9,554406037.23,Comedy
Movie C,1982,7.7,585578161.14,Action
Movie E,1991,2.7,985497672.98,Drama
Movie E,2014,7.9,986308867.96,Action
Movie D,2003,9.8,112070577.42,Romance
Movie E,1999,3.5,608859882.35,Romance
Movie C,2001,6.4,48011563.16,Comedy
Movie D,1987,6.1,171516646.21,Action
Movie A,1982,8.8,833664090.54,Romance
Movie E,1992,9.1,228617906.3,Drama
Movie C,2006,1.6,427370071.5,Action
Movie A,2013,9.6,489440559.52,Drama
Movie B,2023,4.2,604746566.79,Crime
Movie A,2004,6.8,566701364.17,Romance
Movie A,2023,8.6,605138555.84,Drama
Movie A,2013,7.0,479590563.9,Action
Movie A,2017,2.1,492867287.68,Romance
Movie D,2000,8.1,930100227.35,Action
Movie E,1985,9.1,751639389.4,Romance
Movie E,1984,6.3,496758806.48,Drama
Movie A,2016,8.2,745544393.81,Drama
Movie C,1991,1.3,652219178.14,Drama
Movie C,2012,8.7,589355837.06,Romance
Movie A,1997,8.5,805029603.82,Crime
Movie A,1999,7.6,741847782.04,Romance
Movie E,1999,7.9,617054913.88,Romance
Movie A,1986,8.7,156514308.34,Crime
Movie D,1995,1.6,839900304.62,Action
Movie C,2023,9.4,66200746.56,Comedy
Movie A,2013,6.5,88511367.77,Comedy
Movie E,2021,1.7,755757622.05,Crime
Movie A,2001,4.4,629924757.05,Drama
Movie E,2003,3.9,541686373.25,Crime
Movie D,1991,1.0,167775975.59,Crime
Movie D,2010,5.7,639278671.78,Romance
Movie A,1999,2.1,125633048.69,Crime
Movie B,2000,7.1,891950261.34,Comedy
Movie B,1991,6.6,329423442.03,Comedy
Movie A,1996,9.3,835248739.27,Crime
Movie D,2023,3.3,699182653.39,Drama
Movie D,2019,2.1,624593539.87,Comedy
Movie D,1985,3.7,841911062.3,Action
Movie B,2006,6.4,698061507.79,Crime
Movie A,1992,6.9,644093644.72,Romance
Movie D,2000,3.7,53982493.29,Romance
Movie D,2010,3.8,601171173.0,Romance
Movie D,2010,9.8,308990676.43,Drama
Movie E,2013,9.2,589678401.07,Comedy
Movie E,2005,5.3,999411972.83,Action
Movie D,2008,1.6,415420353.86,Action
Movie E,2010,9.3,272700666.9,Romance
Movie E,2012,8.9,815930080.98,Drama
Movie E,2016,7.9,282434646.28,Crime
Movie A,2003,7.8,752516712.94,Romance
Movie C,2011,5.2,443468811.35,Romance
Movie E,2006,6.1,748078871.14,Romance
Movie D,1992,9.2,789106218.37,Romance
Movie E,2005,7.2,426084344.55,Comedy
Movie B,1985,10.0,70305659.44,Comedy
Movie D,2009,7.5,562941587.24,Action
Movie E,2022,5.5,306395038.59,Comedy
Movie C,1990,2.5,554489356.99,Action
Movie A,2023,2.7,883404088.83,Drama
Movie A,2010,6.3,905669030.83,Crime
Movie D,1984,9.7,478708319.13,Comedy
Movie D,2014,5.7,82880930.96,Romance
Movie A,1996,6.1,505930518.15,Action
Movie C,1983,9.2,554955031.44,Crime
Movie D,2009,8.8,764923898.03,Romance
Movie B,2002,5.0,565854959.37,Romance
Movie C,2019,1.1,525284610.66,Comedy
Movie A,2002,2.6,656540840.04,Action
Movie B,1999,4.4,630548633.67,Crime
Movie A,2011,7.2,261771290.44,Crime
Movie A,2006,3.3,207039316.14,Action
Movie E,2022,6.4,7417540.51,Comedy
Movie A,1986,5.9,135009751.98,Drama
Movie C,1984,9.0,338038590.61,Crime
Movie D,1998,4.7,270283880.48,Drama
Movie D,1998,7.3,148512615.94,Romance
Movie E,1999,1.9,620358431.12,Crime
Movie A,2007,2.1,564694438.69,Romance
Movie C,1983,6.3,390991812.46,Crime
Movie C,1993,2.1,674769863.36,Crime
Movie A,2012,2.9,108324267.51,Drama
Movie E,2016,1.5,859430512.0,Action
Movie E,2020,2.8,803254814.69,Comedy
Movie E,2006,1.5,562260671.69,Romance
Movie E,2011,9.2,124009591.89,Drama
Movie D,2004,9.2,407649660.38,Drama
Movie C,2004,6.2,942355813.93,Action
Movie D,2023,2.0,451762141.82,Romance
Movie A,1996,5.0,89220286.17,Crime
Movie C,2001,7.4,291338972.79,Comedy
Movie D,2010,2.6,391187191.14,Drama
Movie A,1990,1.9,412536249.14,Comedy
Movie E,1996,2.1,731258736.03,Romance
Movie D,1980,2.0,861659471.49,Comedy
Movie E,2015,2.6,440085559.12,Action
Movie B,2006,1.7,961587448.05,Romance
Movie C,2002,9.4,697236656.32,Romance
Movie E,1988,4.4,46064902.94,Romance
Movie E,2011,2.5,52872122.23,Action
Movie C,2000,4.9,762936343.14,Drama
Movie D,2004,1.4,540402988.17,Comedy
Movie B,2016,6.5,781436051.99,Crime
Movie B,1983,3.3,988340802.87,Romance
Movie A,2007,9.4,878741332.11,Comedy
Movie D,2009,3.4,214412608.82,Comedy
Movie D,2012,8.8,125935557.07,Romance
Movie A,1992,6.4,972030209.86,Romance
Movie B,1984,6.3,183863094.49,Drama
Movie E,2016,3.5,682774535.84,Drama
Movie C,1992,6.9,617064658.78,Crime
Movie C,1985,8.7,406271905.92,Comedy
Movie D,1999,2.0,986685170.06,Crime
Movie E,1989,8.5,584662898.98,Crime
Movie B,2021,7.8,473995890.6,Romance
Movie E,2005,3.1,540189493.17,Drama
Movie A,2018,2.7,45366958.13,Drama
Movie D,1992,8.1,59923577.79,Comedy
Movie C,2020,5.5,243232698.88,Action
Movie A,1987,9.0,506130768.8,Drama
Movie B,2009,6.3,479246605.03,Romance
Movie B,2018,7.2,822165612.19,Crime
Movie D,1986,3.4,276747612.72,Crime
Movie A,1997,3.3,586897724.45,Action
Movie D,2018,6.3,237481463.03,Romance
Movie C,2022,8.6,742380381.13,Comedy
Movie B,2001,3.3,701120298.78,Crime
Movie B,1996,3.6,851928251.73,Action
Movie D,2001,4.7,764761953.61,Crime
Movie C,1980,7.4,404559554.55,Drama
Movie E,2004,5.8,70877144.21,Comedy
Movie A,2012,3.6,463534421.99,Crime
Movie D,2000,1.6,256127397.23,Romance
Movie B,2023,1.3,67025567.89,Comedy
Movie C,2012,1.8,37586627.76,Drama
Movie B,1998,9.6,647519790.43,Action
Movie D,2006,6.1,503105372.18,Drama
Movie D,1995,2.7,241828279.3,Drama
Movie C,1981,8.6,124009591.89,Drama
Movie D,2000,4.6,519410182.32,Drama
Movie A,2022,1.0,920506649.87,Drama
Movie E,1990,2.6,811033618.3,Crime
Movie D,2012,6.2,509545726.74,Action
Movie C,2020,7.1,755634610.5,Romance
Movie E,1992,3.3,559378652.78,Drama
Movie E,1987,6.6,654412729.72,Action
Movie D,1989,1.4,531194676.35,Drama
Movie C,2015,2.9,499340283.09,Romance
Movie B,2006,9.3,592356615.6,Crime
Movie D,2006,1.5,352081029.4,Drama
Movie B,2021,8.1,305558304.94,Romance
Movie E,2015,4.3,274937625.91,Drama
Movie A,2012,3.9,120822066.37,Comedy
Movie D,1994,9.7,715406240.2,Crime
Movie D,2013,1.7,52407743.78,Drama
Movie A,1982,6.6,867402353.62,Crime
Movie A,2002,5.7,544963980.92,Action
Movie A,1994,9.7,224469347.93,Drama
Movie E,1993,3.6,429308670.63,Action
Movie E,2000,8.8,761496098.7,Comedy
Movie E,1986,1.2,445652298.25,Romance
Movie A,1995,2.2,515530590.63,Romance
Movie D,1992,8.6,781013628.07,Romance
Movie B,2018,5.3,565313691.67,Action
Movie D,2018,8.9,54608848.23,Drama
Movie C,1999,7.7,823230520.85,Romance
Movie E,2004,3.7,363295242.95,Romance
Movie E,2020,4.0,810243870.91,Action
Movie E,2008,1.5,721073596.92,Romance
Movie D,2004,8.1,62382404.89,Action
Movie C,2020,1.2,880630222.82,Crime
Movie B,1989,4.3,801092487.88,Action
Movie C,1986,7.7,664046262.91,Action
Movie B,1988,3.3,180370175.64,Action
Movie D,2009,6.9,186193747.58,Comedy
Movie B,1993,4.8,76670635.66,Action
Movie E,1998,3.2,142224014.64,Crime
Movie B,2018,6.1,173275946.76,Crime
Movie B,2018,9.1,427370071.5,Romance
Movie D,2000,1.5,336956641.45,Comedy
Movie D,2009,6.2,867086430.01,Romance
Movie A,1994,1.4,276029552.65,Crime
Movie A,2011,3.6,102351829.65,Comedy
Movie A,2013,9.3,506738162.78,Comedy
Movie E,1997,6.9,477540501.67,Crime
Movie C,2003,7.5,485581614.04,Action
Movie B,2008,4.2,641785351.7,Action
Movie A,1990,1.2,409882132.65,Drama
Movie B,1991,5.5,754636497.73,Drama
Movie A,1989,8.5,777876409.71,Crime
Movie E,2014,3.9,28419388.57,Crime
Movie C,2003,1.0,986685170.06,Romance
Movie E,2014,3.8,883404088.83,Action
Movie A,1996,7.5,28634443.48,Action
Movie C,1986,1.7,143133899.35,Romance
Movie A,2023,2.4,359636541.52,Crime
Movie E,1982,6.6,636632542.95,Drama
Movie D,2021,3.9,977336886.1,Action
Movie A,1996,1.4,451175407.53,Action
Movie B,1996,2.8,341941854.33,Drama
Movie C,2015,5.1,852172290.31,Crime
Movie C,2022,6.2,311808266.9,Comedy
Movie D,1992,5.0,838006524.66,Romance
Movie E,1982,4.3,695712743.09,Romance
Movie A,2011,6.1,390991812.46,Drama
Movie A,2006,6.7,576321835.13,Comedy
Movie A,2014,5.1,694094345.63,Action
Movie E,1981,5.0,318457570.4,Crime
Movie D,2016,9.8,492476556.82,Action
Movie E,1993,4.0,287964397.13,Romance
Movie E,1988,4.0,36764020.84,Drama
Movie B,2021,4.3,669874750.7,Drama
Movie C,2008,9.4,126957023.73,Drama
Movie A,2013,2.7,866194754.66,Romance
Movie E,1980,7.4,553790629.92,Action
Movie D,2012,6.9,894155379.09,Romance
Movie D,2020,6.3,323332861.44,Action
Movie B,1989,4.8,193956499.89,Drama
Movie E,1982,9.4,20355028.8,Romance
Movie E,2019,1.1,63804888.33,Action
Movie E,1981,5.1,835734074.8,Romance
Movie A,2010,9.5,509545726.74,Action
Movie D,2007,7.3,187890165.7,Comedy
Movie A,2021,8.9,231418961.61,Crime
Movie C,2015,2.3,159047093.59,Crime
Movie A,2011,1.2,687301749.96,Crime
Movie B,1990,3.7,282471633.68,Drama
Movie D,1992,3.0,27953353.82,Comedy
Movie A,1980,1.5,404974162.88,Crime
Movie B,1983,9.6,886362033.72,Crime
Movie C,1983,1.3,145453016.09,Action
Movie D,2002,8.6,340626862.99,Crime
Movie A,2015,2.7,482872678.55,Action
Movie B,2023,7.1,128187532.29,Action
Movie D,1995,7.4,635263769.77,Crime
Movie D,1988,1.7,676906902.91,Action
Movie E,2021,1.5,707139521.77,Romance
Movie C,1988,8.1,792597159.29,Crime
Movie C,1997,7.0,880526852.82,Crime
Movie A,2004,7.0,807188091.95,Comedy
Movie E,2003,1.8,102163815.57,Action
Movie E,1996,2.7,777876409.71,Drama
Movie D,2002,1.4,665343241.74,Romance
Movie C,2018,8.1,597524943.22,Romance
Movie B,2007,5.2,870322179.1,Drama
Movie D,2005,9.5,835545108.49,Drama
Movie E,1989,8.8,441737019.19,Crime
Movie B,1986,8.5,121610905.95,Romance
Movie B,1992,6.4,36764020.84,Action
Movie C,2016,5.1,691404862.12,Drama
Movie B,2010,5.3,369162989.06,Action
Movie E,2006,6.7,704797843.98,Action
Movie A,1997,5.9,651542175.57,Drama
Movie C,2016,9.9,990008839.7,Comedy
Movie D,2014,1.4,839639768.78,Crime
Movie A,2022,8.6,516445289.95,Romance
Movie B,2005,4.5,901719565.68,Action
Movie B,2014,7.0,336956641.45,Romance
Movie B,2019,7.8,853831647.25,Romance
Movie A,1988,8.2,151965815.56,Crime
Movie B,1987,7.2,475383525.72,Action
Movie C,2023,2.8,659545296.05,Comedy
Movie D,2016,3.1,73867468.93,Romance
Movie D,2001,9.7,459560551.08,Crime
Movie B,2012,1.5,609781770.66,Action
Movie B,1982,9.7,840064770.43,Drama
Movie B,2005,7.4,236680619.1,Romance
Movie A,2011,4.9,977982397.68,Action
Movie E,2004,8.4,13596156.11,Crime
Movie B,1990,5.6,94489743.97,Action
Movie E,2002,3.4,653205133.96,Drama
Movie E,1981,8.9,773906148.96,Drama
Movie A,1981,1.1,602325881.38,Romance
Movie C,1982,6.7,677799883.53,Comedy
Movie D,2003,4.9,432211959.68,Comedy
Movie C,2011,6.9,97988541.13,Crime
Movie A,1986,2.8,557700910.76,Romance
Movie E,2023,5.1,434295759.89,Drama
Movie B,1985,6.6,463207291.7,Crime
Movie B,1983,6.6,602373076.9,Crime
Movie B,2010,9.5,893284215.67,Drama
Movie B,1987,9.1,919060182.65,Romance
Movie D,2000,6.6,726179270.36,Comedy
Movie A,2010,3.1,824420710.39,Comedy
Movie C,1982,10.0,987731114.42,Drama
Movie C,2017,2.3,801407513.82,Crime
Movie B,1982,1.2,524580851.34,Romance
Movie E,2014,2.7,637590031.09,Romance
Movie D,2007,3.6,414372381.44,Crime
Movie D,1984,3.6,369543517.53,Comedy
Movie E,2002,7.0,763666311.39,Crime
Movie E,2004,4.4,656972096.67,Comedy
Movie D,2005,8.9,668772048.96,Action
Movie A,1984,8.4,320187843.46,Comedy
Movie C,2016,7.4,595370202.64,Romance
Movie E,1993,1.5,925710612.64,Crime
Movie D,2007,4.8,409882132.65,Crime
Movie A,1995,2.5,162663338.75,Crime
Movie A,2004,5.6,138706404.46,Action
Movie A,1998,4.0,128254793.9,Crime
Movie C,2005,3.4,285632140.68,Drama
Movie C,2002,6.5,607661688.7,Comedy
Movie B,2010,7.3,623005071.04,Action
Movie E,2018,10.0,420801687.1,Romance
Movie E,2002,1.2,632652601.11,Comedy
Movie A,1987,7.5,449729526.33,Romance
Movie D,1987,4.5,680640998.59,Action
Movie D,2020,7.5,851928251.73,Action
Movie D,2018,1.2,561120828.67,Romance
Movie A,1995,6.1,578932030.03,Romance
Movie D,2010,7.2,698191047.63,Crime
Movie B,1981,2.7,294076573.05,Crime
Movie E,1992,7.4,884067850.85,Romance
Movie C,2020,9.6,88763316.04,Romance
Movie B,2014,5.2,994237046.46,Drama
Movie C,2018,6.3,215197424.54,Drama
Movie A,1989,2.3,27045179.79,Crime
Movie C,1993,3.2,753533291.02,Drama
Movie C,2023,8.5,359903431.21,Action
Movie E,2016,6.2,533783302.7,Action
Movie D,1999,4.8,410215695.71,Crime
Movie B,1990,7.7,479893243.32,Drama
Movie A,1988,9.4,551026150.32,Action
Movie B,1998,5.6,82978858.77,Drama
Movie B,2002,3.3,549747903.16,Crime
Movie C,1991,9.7,11349191.52,Crime
Movie A,1987,2.5,256195579.19,Romance
Movie C,2005,2.4,765250042.29,Drama
Movie C,1995,5.5,748095706.25,Action
Movie A,2002,9.2,217673702.6,Action
Movie A,2022,4.6,994431785.48,Crime
Movie A,1992,4.7,864034656.26,Comedy
Movie E,2002,2.0,507766012.33,Romance
Movie E,2002,4.8,90139789.87,Romance
Movie E,2013,3.4,952899412.54,Comedy
Movie B,1995,9.2,863070537.47,Drama
Movie A,2005,7.6,281975971.2,Comedy
Movie E,2002,9.5,934199483.54,Crime
Movie B,2017,1.2,555632766.54,Action
Movie D,1991,2.2,188756436.2,Drama
Movie C,1993,2.3,470300976.12,Crime
Movie A,2009,4.8,867471853.62,Romance
Movie D,1980,9.3,543314716.61,Action
Movie B,1999,4.5,819522526.32,Crime
Movie E,2021,4.7,848312316.16,Romance
Movie B,2001,1.7,517376486.03,Crime
Movie C,2004,3.0,404741030.76,Crime
Movie E,2008,8.5,965861054.85,Crime
Movie D,1995,4.8,387509301.27,Crime
Movie D,2013,5.4,839900304.62,Romance
Movie B,2012,2.5,976141058.68,Crime
Movie E,2004,4.2,338954144.95,Crime
Movie D,1987,7.2,751455465.0,Comedy
Movie C,1982,7.4,672437515.65,Crime
Movie C,2009,9.9,851924720.23,Romance
Movie C,2003,3.6,94232851.72,Crime
Movie A,1994,9.3,145415242.77,Drama
Movie C,2022,3.8,602876611.01,Action
Movie D,1995,4.2,666629560.11,Romance
Movie E,2023,7.1,2149713.19,Crime
Movie B,1987,9.7,283870454.52,Comedy
Movie B,2021,8.3,941199473.47,Action
Movie D,2002,6.4,460681017.15,Comedy
Movie C,2009,5.8,734236949.96,Drama
Movie B,2019,8.3,812648244.72,Romance
Movie E,1984,1.4,676954612.56,Action
Movie A,1985,8.2,940413992.83,Romance
Movie B,1986,5.9,245780925.67,Comedy
Movie A,1985,2.1,522136163.76,Romance
Movie B,1991,5.3,807019798.67,Action
Movie E,2010,8.5,284260948.2,Drama
Movie E,1984,9.9,317559465.12,Drama
Movie A,2017,8.6,859119961.92,Romance
Movie B,2007,2.7,437662536.92,Comedy
Movie A,2010,9.7,465702811.25,Action
Movie C,1990,7.9,161719207.72,Romance
Movie D,1991,8.2,455607648.55,Drama
Movie B,1997,6.8,875827817.08,Crime
Movie B,1995,3.6,85482335.47,Comedy
Movie D,1984,8.7,735407145.67,Crime
Movie C,2009,6.5,487796148.7,Action
Movie C,1988,8.6,642619730.0,Action
Movie C,2003,3.8,657289140.06,Action
Movie E,2013,4.8,853409712.88,Drama
Movie A,1993,4.7,973065833.87,Crime
Movie B,1992,5.0,445144777.36,Drama
Movie A,1985,1.1,677994571.61,Crime
Movie B,1980,6.3,98925851.64,Drama
Movie D,1993,7.8,674085899.11,Crime
Movie B,1982,8.6,981405151.87,Crime
Movie B,1995,6.8,934199483.54,Crime
Movie E,2013,4.1,249089078.23,Comedy
Movie D,1992,1.4,785208789.01,Crime
Movie B,1985,9.8,193332908.11,Action
Movie A,2006,7.7,867025893.32,Action
Movie A,1991,6.4,187820201.21,Comedy
Movie E,1998,5.7,505500654.72,Comedy
Movie C,1985,4.4,517001544.62,Comedy
Movie A,1983,7.9,193621464.51,Crime
Movie E,2014,7.7,769090275.21,Romance
Movie D,1983,7.5,443765838.48,Comedy
Movie D,1990,1.1,693903066.3,Romance
Movie A,1997,4.0,631277102.65,Action
Movie C,1993,4.1,202254348.64,Comedy
Movie E,2011,8.7,156643254.76,Crime
Movie E,2005,1.7,921041199.97,Crime
Movie C,1996,8.8,356525138.64,Crime
Movie B,2014,8.3,67025567.89,Crime
Movie B,1986,8.5,270283880.48,Comedy
Movie C,2011,2.1,781111519.45,Crime
Movie B,2012,7.3,225059365.94,Action
Movie D,1981,5.7,435692011.12,Romance
Movie C,1989,7.1,724173002.67,Drama
Movie E,2015,5.3,520344904.71,Romance
Movie C,1987,3.1,497775730.69,Action
Movie C,2004,8.4,713507658.5,Drama
Movie C,1980,4.4,627957745.91,Action
Movie A,1999,7.2,81578577.26,Romance
Movie A,2010,5.9,341782465.06,Romance
Movie A,1982,5.7,557364079.19,Drama
Movie D,1996,8.9,944838580.24,Crime
Movie A,1989,4.5,440678821.38,Action
Movie C,2014,5.1,86807174.4,Action
Movie C,2015,7.6,638707155.92,Drama
Movie C,2022,4.8,779560527.51,Romance
Movie D,2015,3.5,591122181.97,Crime
Movie C,2014,5.4,129538321.95,Drama
Movie B,2010,4.8,343462955.75,Drama
Movie B,2016,4.5,265043940.58,Comedy
Movie A,2010,3.9,207039316.14,Romance
Movie A,1983,3.2,611758894.33,Crime
Movie C,2016,7.3,556506497.72,Action
Movie A,1986,3.3,539923637.52,Crime
Movie B,2009,3.9,877472823.81,Crime
Movie D,1996,3.7,280647416.64,Crime
Movie E,2014,3.1,994947948.56,Romance
Movie D,1987,7.7,789453894.4,Comedy
Movie C,2016,7.2,465702811.25,Drama
Movie B,1988,4.7,95630241.34,Romance
Movie C,1981,3.0,484396714.16,Action
Movie E,1996,4.2,635368528.8,Action
Movie C,2012,3.2,384483766.77,Drama
Movie B,1983,2.8,718742688.43,Drama
Movie D,1991,4.7,139771118.12,Crime
Movie D,2020,4.5,471056418.93,Romance
Movie E,1993,7.1,884617082.16,Crime
Movie D,1995,3.9,106669842.14,Crime
Movie C,1992,2.6,768301013.59,Action
Movie E,2016,3.0,272053824.0,Comedy
Movie D,1993,2.7,949869513.07,Crime
Movie A,2004,2.4,829691957.39,Comedy
Movie A,2005,1.7,978236829.72,Romance
Movie D,1992,2.0,33651715.68,Action
Movie C,1984,6.2,278764329.09,Crime
Movie D,1989,4.6,472036585.22,Action
Movie D,1983,9.4,366264796.74,Crime
Movie B,2011,4.7,891342732.75,Action
Movie E,2013,6.0,56354599.51,Romance
Movie D,1997,5.4,261635433.1,Crime
Movie D,1989,8.5,897319816.62,Crime
Movie E,2022,5.6,254154934.73,Drama
Movie A,1980,9.2,253843376.15,Romance
Movie A,2021,6.0,569492087.06,Drama
Movie D,2002,8.3,608817932.89,Drama
Movie E,1991,1.9,96517985.81,Drama
Movie A,1983,6.6,63564136.86,Comedy
Movie A,2015,5.6,389864662.1,Romance
Movie B,2005,1.4,161010709.65,Drama
Movie C,1980,6.5,570337523.76,Crime
Movie B,2016,7.2,171516646.21,Drama
Movie B,2022,8.7,538457961.08,Drama
Movie C,1989,9.6,142012563.3,Comedy
Movie B,2013,6.2,251135373.2,Comedy
Movie E,2023,7.5,404384051.55,Crime
Movie A,1988,3.0,249673946.52,Action
Movie A,1985,2.2,287966364.7,Crime
Movie D,1989,8.0,480008434.33,Drama
Movie A,2018,7.9,337623870.0,Action
