Title,Year,Rating,Box Office,Category
Movie C,1998,8.8,993580892.03,Action
Movie E,1993,8.8,937027857.08,Romance
Movie C,1985,8.8,395278904.85,Action
Movie D,2020,8.8,326388319.93,Crime
Movie B,2014,8.8,266814838.84,Romance
Movie E,1980,8.8,631523198.9,Romance
Movie A,1998,8.8,326070155.42,Comedy
Movie C,2019,8.8,156859897.71,Romance
Movie A,2020,8.8,927017076.14,Action
Movie C,2018,8.8,617129103.04,Drama
Movie A,1983,8.8,766899114.94,Action
Movie A,1993,8.8,331535062.44,Action
Movie C,1992,8.8,961442968.43,Drama
Movie D,2021,8.8,857582776.67,Romance
Movie C,1999,8.8,749011794.76,Action
Movie A,1982,8.8,833664090.54,Romance
Movie D,2009,8.8,764923898.03,Romance
Movie D,2012,8.8,125935557.07,Romance
Movie E,2000,8.8,761496098.7,Comedy
Movie E,1989,8.8,441737019.19,Crime
Movie C,1996,8.8,356525138.64,Crime
Movie E,2015,8.8,262017789.65,Action
Movie C,1981,8.8,580083043.5,Action
Movie E,2003,8.8,967859284.22,Crime
Movie A,1983,8.8,259594479.33,Romance
Movie B,1996,8.8,895845877.22,Comedy
Movie D,1995,8.8,283870454.52,Crime
Movie D,2001,8.8,187605762.36,Romance
Movie D,2002,8.8,484175563.51,Crime
Movie D,2010,8.8,57078198.42,Crime
Movie A,1981,8.8,328585123.85,Action
Movie D,1992,8.8,547992274.6,Romance
Movie C,2001,8.8,159425818.71,Drama
Movie E,2013,8.8,80909501.91,Drama
Movie A,2023,8.8,546746850.44,Comedy
Movie E,1990,8.8,14049080.56,Romance
Movie B,1992,8.8,745059327.22,Drama
Movie C,1995,8.8,338189773.95,Drama
Movie D,1995,8.8,995514720.99,Action
Movie A,1984,8.8,372843475.24,Crime
Movie E,1990,8.8,898983717.84,Comedy
Movie D,1993,8.8,789878426.98,Crime
Movie B,2004,8.8,59853495.61,Action
Movie D,1998,8.8,738961721.84,Romance
Movie B,2019,8.8,466176620.51,Comedy
Movie C,2011,8.8,48878873.36,Action
Movie D,1982,8.8,564676388.79,Action
Movie D,2011,8.8,49976711.88,Crime
Movie E,2002,8.8,487998465.15,Action
Movie A,2000,8.8,129134493.53,Action
Movie D,2005,8.8,638244938.39,Crime
Movie E,2010,8.8,508733510.03,Drama
Movie C,2013,8.8,382361608.01,Romance
Movie E,2001,8.8,615672495.5,Crime
Movie A,2000,8.8,336402264.54,Comedy
Movie D,2008,8.8,564333878.8,Romance
Movie E,1999,8.8,229689220.06,Romance
Movie B,2005,8.8,865658103.27,Action
Movie A,1991,8.8,731521131.93,Comedy
Movie E,1994,8.8,174244954.58,Drama
Movie A,1998,8.8,956245431.25,Drama
Movie B,2015,8.8,321156064.6,Action
Movie C,1985,8.8,496758806.48,Drama
Movie C,2005,8.8,926736953.54,Drama
Movie D,1992,8.8,283602651.99,Romance
Movie C,2017,8.8,622305516.14,Romance
Movie D,2004,8.8,311469520.89,Romance
Movie A,2010,8.8,468495810.46,Action
Movie E,1998,8.8,927504080.79,Action
Movie A,2012,8.8,116695615.11,Drama
Movie C,2001,8.8,737863452.22,Crime
Movie B,1995,8.8,147195287.08,Crime
Movie B,1993,8.8,811900631.33,Drama
Movie C,2017,8.8,844602084.37,Romance
Movie E,2000,8.8,956243039.23,Action
Movie D,2022,8.8,519738745.19,Romance
Movie E,1999,8.8,691835613.68,Comedy
Movie C,1987,8.8,604670878.08,Crime
Movie D,2017,8.8,8451490.27,Comedy
Movie B,1989,8.8,36244626.38,Crime
Movie A,1993,8.8,99640737.15,Comedy
Movie E,1987,8.8,353370954.3,Romance
Movie B,1983,8.8,633561954.0,Drama
Movie E,2011,8.8,303024843.27,Drama
Movie C,1981,8.8,562946993.65,Action
Movie B,2022,8.8,879532717.65,Crime
Movie C,1987,8.8,505500654.72,Crime
Movie D,1997,8.8,752004254.66,Romance
Movie D,2007,8.8,238374361.72,Comedy
Movie C,1996,8.8,224915912.9,Drama
Movie D,1986,8.8,987089969.11,Romance
Movie E,2022,8.8,213715293.62,Drama
Movie B,2023,8.8,781318967.04,Crime
Movie C,2002,8.8,285166521.72,Comedy
Movie A,1986,8.8,473565067.88,Drama
Movie A,1991,8.8,632610083.28,Drama
Movie B,1987,8.8,41837316.71,Romance
Movie E,2022,8.8,48011563.16,Action
Movie D,1988,8.8,60271797.2,Comedy
Movie E,2023,8.8,605398158.02,Drama
Movie B,1993,8.8,336694935.47,Drama
Movie B,1993,8.8,747887789.47,Drama
Movie B,2005,8.7,174093455.61,Drama
Movie A,1990,8.7,815190334.34,Comedy
Movie B,1991,8.7,647798020.37,Action
Movie B,1984,8.7,245052574.27,Comedy
Movie D,1985,8.7,314586689.91,Drama
Movie B,1997,8.7,799190248.01,Crime
Movie D,2013,8.7,103564539.97,Romance
Movie D,2012,8.7,381939037.17,Romance
Movie B,2014,8.7,970252436.53,Comedy
Movie E,2016,8.7,915823551.41,Comedy
Movie E,2022,8.7,686995588.56,Romance
Movie A,1990,8.7,737702246.9,Drama
Movie C,2001,8.7,76237567.7,Romance
Movie E,1994,8.7,753870902.41,Romance
Movie D,2023,8.7,175589390.12,Romance
Movie B,1986,8.7,762964110.79,Romance
Movie B,2018,8.7,400057287.57,Crime
Movie C,1990,8.7,810521556.63,Crime
Movie E,2021,8.7,240751224.26,Romance
Movie E,2001,8.7,181950344.18,Romance
Movie B,2023,8.7,155536410.66,Action
Movie A,2010,8.7,365836459.12,Comedy
Movie A,1997,8.7,280135841.58,Comedy
Movie B,1985,8.7,4211748.2,Romance
Movie A,2000,8.7,247722850.47,Comedy
Movie D,1999,8.7,607776960.06,Drama
Movie D,2020,8.7,151189060.59,Romance
Movie C,2015,8.7,225224487.08,Crime
Movie C,1992,8.7,617253105.89,Crime
Movie C,2012,8.7,589355837.06,Romance
Movie A,1986,8.7,156514308.34,Crime
Movie C,1985,8.7,406271905.92,Comedy
Movie D,1984,8.7,735407145.67,Crime
Movie E,2011,8.7,156643254.76,Crime
Movie B,2022,8.7,538457961.08,Drama
Movie C,2020,8.7,870669432.44,Action
Movie B,1987,8.7,660962581.79,Romance
Movie A,1981,8.7,541572866.89,Drama
Movie C,1981,8.7,515317084.52,Romance
Movie E,1991,8.7,62782560.67,Action
Movie C,2004,8.7,865504628.71,Crime
Movie A,1982,8.7,280967736.14,Action
Movie D,1987,8.7,895845877.22,Comedy
Movie D,2019,8.7,47755104.24,Comedy
Movie A,2009,8.7,419672783.11,Comedy
Movie B,2001,8.7,63169707.75,Action
Movie E,2010,8.7,415406450.81,Comedy
Movie B,2020,8.7,579608070.94,Action
Movie B,1986,8.7,1500470.04,Action
Movie A,1987,8.7,46244975.09,Action
Movie A,1995,8.7,534288464.2,Action
Movie D,2012,8.7,660747787.17,Comedy
Movie A,2022,8.7,764761953.61,Drama
Movie B,2016,8.7,583166224.39,Crime
Movie A,1989,8.7,972545324.36,Crime
Movie E,2016,8.7,602070410.58,Action
Movie A,2005,8.7,557814474.52,Drama
Movie E,2006,8.7,617767723.12,Romance
Movie C,2002,8.7,968404697.03,Drama
Movie B,2004,8.7,98791786.81,Romance
Movie C,2018,8.7,184744322.89,Comedy
Movie C,2007,8.7,351120911.89,Action
Movie A,2008,8.7,88307691.74,Drama
Movie A,1981,8.7,787003802.38,Romance
Movie E,1982,8.7,735407145.67,Crime
Movie B,1992,8.7,767486717.17,Drama
Movie E,1994,8.7,510729110.42,Action
Movie D,2004,8.7,918963357.15,Comedy
Movie C,1982,8.7,480964935.4,Action
Movie E,2006,8.7,945281496.18,Crime
Movie E,1983,8.7,563524476.07,Romance
Movie C,2020,8.7,455151697.1,Action
Movie D,2023,8.7,153525595.38,Drama
Movie A,2005,8.7,168160755.68,Crime
Movie C,1989,8.7,511060649.84,Crime
Movie B,1986,8.7,137809332.29,Drama
Movie E,1988,8.7,143372119.03,Action
Movie A,1999,8.7,270789928.06,Action
Movie E,2008,8.7,131623728.5,Action
Movie A,1984,8.7,603573947.35,Crime
Movie D,1999,8.7,576288612.54,Crime
Movie B,2021,8.7,631000710.69,Drama
Movie D,1989,8.7,658253289.26,Action
Movie B,1980,8.7,703515082.1,Crime
Movie C,1987,8.7,673498147.8,Drama
Movie C,2020,8.7,354598431.59,Drama
Movie A,1987,8.7,614810513.31,Romance
Movie E,1993,8.7,77426416.0,Action
Movie E,2004,8.7,310677219.79,Drama
Movie E,1995,8.7,658441629.35,Crime
Movie E,2006,8.7,66955894.16,Comedy
Movie A,2007,8.7,371569408.22,Action
Movie E,1992,8.7,839178263.98,Action
Movie C,2005,8.7,821511548.09,Comedy
Movie C,2009,8.7,700810121.81,Drama
Movie D,2011,8.7,44310373.42,Romance
Movie D,2014,8.7,791409944.91,Comedy
Movie C,2017,8.7,886362033.72,Drama
Movie C,1986,8.7,649286352.85,Action
Movie D,2012,8.7,962665813.26,Crime
Movie B,1988,8.7,205369334.84,Comedy
Movie A,2009,8.7,884617082.16,Drama
Movie E,2008,8.7,725045711.48,Action
Movie B,2018,8.7,386774913.47,Comedy
Movie C,1999,8.7,554532237.73,Crime
Movie D,1982,8.7,543314716.61,Action
Movie C,1991,8.7,413512409.9,Drama
Movie E,2020,8.7,901490923.33,Drama
Movie B,1982,8.7,148276915.7,Romance
Movie A,1980,8.7,920542283.83,Action
Movie E,1997,8.7,441650921.08,Comedy
Movie A,1994,8.7,330315868.85,Action
Movie A,1991,8.7,917198212.96,Crime
Movie E,2019,8.7,619029956.0,Drama
Movie D,1985,8.7,144888919.53,Comedy
Movie D,1983,8.7,910357021.78,Action
Movie D,2023,8.7,243691189.76,Action
Movie D,2002,8.7,717214871.32,Drama
Movie D,2023,8.7,758250640.27,Drama
Movie C,1988,8.7,979985892.09,Crime
Movie A,1982,8.7,709935762.69,Action
Movie B,1996,8.7,541572866.89,Drama
Movie B,2015,8.7,638847542.68,Action
Movie C,2022,8.7,703627577.1,Crime
Movie E,2017,8.7,764324290.71,Drama
Movie B,2001,8.7,19368829.4,Romance
Movie B,1984,8.7,991323975.64,Comedy
Movie E,2002,8.7,573613670.38,Drama
Movie D,2006,8.7,764198587.58,Drama
Movie D,1984,8.7,613036365.51,Crime
Movie D,2016,8.7,371569408.22,Drama
Movie A,2007,8.7,693900041.57,Crime
Movie A,1986,8.7,218402573.87,Crime
Movie E,1989,8.7,192995913.99,Crime
Movie D,2006,8.7,604191175.46,Drama
Movie B,1982,8.7,346381800.88,Action
Movie D,2011,8.7,117333335.82,Action
Movie E,1981,8.7,386473333.53,Drama
Movie A,1998,8.7,105928429.28,Comedy
Movie A,2003,8.7,749846043.95,Romance
Movie D,1989,8.7,126742744.48,Comedy
Movie A,2000,8.7,804634619.1,Action
Movie B,2021,8.7,48487200.41,Crime
Movie B,1993,8.7,422953081.58,Comedy
Movie A,2018,8.7,238030091.23,Drama
Movie A,2001,8.7,236998151.08,Drama
Movie E,2001,8.7,754332291.15,Romance
Movie E,2012,8.7,496745916.19,Crime
Movie D,2021,8.7,449729526.33,Comedy
Movie B,1988,8.7,793006153.04,Romance
Movie E,1992,8.7,966563832.45,Romance
Movie D,1999,8.7,343247079.74,Crime
Movie D,2007,8.6,506130768.8,Action
Movie E,2000,8.6,88790643.3,Comedy
Movie C,1994,8.6,336346157.96,Action
Movie E,1984,8.6,310185929.82,Action
Movie D,2010,8.6,648794016.23,Romance
Movie E,1993,8.6,290446730.74,Comedy
Movie A,1994,8.6,245992241.75,Romance
Movie B,2015,8.6,926721187.84,Crime
Movie E,1999,8.6,975106439.74,Action
Movie E,1994,8.6,395794660.15,Drama
Movie A,1998,8.6,758350982.84,Comedy
Movie A,1989,8.6,311808266.9,Comedy
Movie B,2008,8.6,282936260.41,Comedy
Movie B,2011,8.6,686371020.67,Comedy
Movie A,2021,8.6,451387734.71,Drama
Movie C,1982,8.6,112628508.81,Crime
Movie E,2019,8.6,947470809.04,Action
Movie E,2019,8.6,663642700.85,Crime
Movie E,2001,8.6,420141110.06,Drama
Movie B,2018,8.6,23148793.07,Action
Movie C,1996,8.6,872097121.22,Romance
Movie D,1998,8.6,557814474.52,Comedy
Movie A,2002,8.6,5104959.81,Romance
Movie D,1998,8.6,38402887.12,Drama
Movie E,2022,8.6,771838923.33,Crime
Movie A,2023,8.6,605138555.84,Drama
Movie C,2022,8.6,742380381.13,Comedy
Movie C,1981,8.6,124009591.89,Drama
Movie D,1992,8.6,781013628.07,Romance
Movie D,2002,8.6,340626862.99,Crime
Movie A,2022,8.6,516445289.95,Romance
Movie A,2017,8.6,859119961.92,Romance
Movie C,1988,8.6,642619730.0,Action
Movie B,1982,8.6,981405151.87,Crime
Movie E,2007,8.6,251004493.64,Action
Movie D,2010,8.6,305992056.84,Action
Movie B,2004,8.6,723847488.37,Action
Movie A,1983,8.6,771160327.09,Crime
Movie B,2011,8.6,95157678.89,Comedy
Movie C,1981,8.6,937105601.48,Crime
Movie B,1997,8.6,276747612.72,Romance
Movie D,2019,8.6,829354686.96,Crime
Movie D,2003,8.6,825223375.44,Action
Movie D,2007,8.6,442887323.9,Comedy
Movie A,1981,8.6,256764860.43,Drama
Movie D,2001,8.6,418137508.04,Action
Movie C,2005,8.6,880630222.82,Crime
Movie A,1982,8.6,639547607.66,Action
Movie C,1991,8.6,439559327.26,Comedy
Movie D,1993,8.6,929798681.08,Drama
Movie A,2016,8.6,125223832.14,Romance
Movie B,1990,8.6,908512086.05,Action
Movie B,2014,8.6,925710612.64,Action
Movie B,2011,8.6,604746566.79,Comedy
Movie E,2010,8.6,442153352.9,Comedy
Movie E,1997,8.6,155671872.45,Romance
Movie B,1980,8.6,442591116.65,Drama
Movie E,2014,8.6,433161211.77,Crime
Movie A,1999,8.6,559180130.68,Action
Movie A,2007,8.6,500671208.07,Comedy
Movie E,1999,8.6,697038972.21,Crime
Movie D,2017,8.6,867630237.68,Romance
Movie D,2003,8.6,948297302.46,Drama
Movie C,2010,8.6,55424252.84,Action
Movie E,2009,8.6,357397297.99,Action
Movie B,1989,8.6,214621974.45,Romance
Movie A,2016,8.6,127356973.21,Romance
Movie A,1982,8.6,461313163.58,Action
Movie C,1988,8.6,242196503.25,Drama
Movie C,2020,8.6,650645064.5,Romance
Movie E,1993,8.6,459932973.07,Comedy
Movie C,1999,8.6,482188167.98,Comedy
Movie C,2015,8.6,340622169.08,Action
Movie C,1984,8.6,498204471.9,Action
Movie B,2022,8.6,508357452.23,Action
Movie A,2021,8.6,103090060.22,Romance
Movie B,1981,8.6,328015659.25,Action
Movie A,2016,8.6,102258712.65,Comedy
Movie D,1992,8.6,280481132.46,Crime
Movie D,1984,8.6,715877564.77,Comedy
Movie E,1996,8.6,211500988.72,Romance
Movie A,2018,8.6,799120022.53,Comedy
Movie A,2021,8.6,322643678.05,Crime
Movie D,1990,8.6,162845501.6,Drama
Movie C,2009,8.6,651583180.73,Action
Movie B,2016,8.6,464879066.98,Comedy
Movie B,2004,8.6,163782482.16,Drama
Movie E,1989,8.6,492703056.27,Drama
Movie A,2000,8.6,816492573.4,Comedy
Movie C,2023,8.6,181950344.18,Drama
Movie C,2000,8.6,213344959.24,Drama
Movie C,2014,8.6,160440463.48,Crime
Movie A,1988,8.6,142734078.47,Crime
Movie B,2007,8.6,9992625.77,Romance
Movie C,1995,8.6,343799004.44,Action
Movie E,2017,8.6,786194492.76,Action
Movie C,2004,8.6,583577343.41,Comedy
Movie B,1990,8.6,925629521.3,Romance
Movie E,1999,8.6,67688423.07,Action
Movie D,1988,8.6,801093749.65,Action
Movie B,2022,8.6,438038590.95,Action
Movie E,2011,8.6,694424064.46,Drama
Movie B,1980,8.6,412284162.57,Crime
Movie A,1997,8.6,986200156.1,Comedy
Movie D,2002,8.6,71058569.08,Crime
Movie B,1995,8.6,452793448.46,Crime
Movie E,2021,8.6,131574448.53,Comedy
Movie B,1987,8.6,591639451.66,Romance
Movie D,1990,8.6,810529632.14,Action
Movie A,2021,8.6,100784103.73,Comedy
Movie E,2007,8.6,234999539.01,Drama
Movie A,2007,8.6,986681458.95,Romance
Movie D,1996,8.6,70416927.51,Action
Movie D,2006,8.6,189897344.08,Romance
Movie C,1991,8.6,729387070.62,Comedy
Movie B,2021,8.6,683671383.22,Comedy
Movie A,2003,8.6,194764497.9,Crime
Movie B,2019,8.6,49237185.59,Drama
Movie D,1987,8.6,850092521.75,Comedy
Movie C,2022,8.6,694259807.55,Drama
Movie A,1981,8.6,674939932.69,Crime
Movie C,1994,8.6,552077386.25,Comedy
Movie B,2003,8.6,102210342.37,Action
Movie B,1993,8.6,590559497.11,Romance
Movie D,1987,8.6,364879228.09,Drama
Movie D,2010,8.6,895079166.29,Comedy
Movie B,2010,8.6,458120818.25,Drama
Movie D,1993,8.6,985682470.03,Drama
Movie C,1980,8.6,590975127.55,Drama
Movie A,1993,8.6,13232421.38,Romance
Movie B,1999,8.5,948779581.16,Action
Movie A,1995,8.5,968990103.98,Crime
Movie A,2022,8.5,632059713.37,Drama
Movie E,1995,8.5,672871352.35,Comedy
Movie E,2010,8.5,115310585.62,Action
Movie C,1997,8.5,703991386.18,Romance
Movie B,2021,8.5,315084956.96,Action
Movie A,2006,8.5,915597953.13,Romance
Movie A,2000,8.5,133437357.97,Drama
Movie C,1989,8.5,656736131.65,Action
Movie E,1982,8.5,46417301.79,Action
Movie E,1999,8.5,376576743.83,Comedy
Movie B,1982,8.5,56458542.11,Romance
Movie A,2010,8.5,913123942.93,Drama
Movie A,2013,8.5,515967565.93,Romance
Movie B,1992,8.5,744346955.55,Romance
Movie D,2016,8.5,555127837.74,Drama
Movie B,1981,8.5,119379753.93,Romance
Movie D,2017,8.5,862900514.7,Action
Movie C,2008,8.5,193621464.51,Action
Movie C,2016,8.5,357454903.93,Crime
Movie D,1986,8.5,767282098.54,Action
Movie E,2019,8.5,267673090.87,Romance
Movie C,1991,8.5,420141110.06,Crime
Movie B,2004,8.5,879906482.19,Crime
Movie E,1990,8.5,803234779.66,Comedy
Movie E,1986,8.5,480797529.33,Comedy
Movie E,2014,8.5,185109291.97,Action
Movie C,1990,8.5,421730094.28,Romance
Movie C,1981,8.5,668824208.25,Action
Movie A,1997,8.5,805029603.82,Crime
Movie E,1989,8.5,584662898.98,Crime
Movie A,1989,8.5,777876409.71,Crime
Movie B,1986,8.5,121610905.95,Romance
Movie C,2023,8.5,359903431.21,Action
Movie E,2008,8.5,965861054.85,Crime
Movie E,2010,8.5,284260948.2,Drama
Movie B,1986,8.5,270283880.48,Comedy
Movie D,1989,8.5,897319816.62,Crime
Movie C,2006,8.5,280647416.64,Action
Movie B,1992,8.5,182472242.99,Action
Movie C,2008,8.5,885583021.11,Action
Movie E,2012,8.5,783052601.58,Comedy
Movie A,2014,8.5,631861416.56,Drama
Movie E,1981,8.5,48878873.36,Romance
Movie E,1997,8.5,587441269.74,Comedy
Movie B,2013,8.5,557389346.24,Comedy
Movie C,1998,8.5,658563717.02,Drama
Movie B,2015,8.5,609392393.51,Romance
Movie A,2008,8.5,845495275.84,Action
Movie A,1994,8.5,922173766.25,Action
Movie A,2009,8.5,843716377.55,Comedy
Movie C,1996,8.5,802907876.84,Comedy
Movie C,1999,8.5,520344904.71,Romance
Movie B,2005,8.5,20486225.75,Romance
Movie E,2005,8.5,675923481.87,Comedy
Movie A,1980,8.5,454965913.67,Action
Movie D,2010,8.5,809196862.34,Action
Movie C,2019,8.5,947914289.55,Drama
Movie D,2012,8.5,894973557.69,Romance
Movie D,2002,8.5,341659201.55,Crime
Movie C,1995,8.5,670251665.34,Romance
Movie A,1999,8.5,659492492.79,Drama
Movie A,1984,8.5,794461690.55,Romance
Movie D,1993,8.5,896489327.12,Romance
Movie D,2017,8.5,426084344.55,Romance
Movie B,2002,8.5,112070577.42,Romance
Movie E,1998,8.5,609032226.02,Comedy
Movie C,2012,8.5,350685658.39,Crime
Movie B,2020,8.5,569940591.56,Comedy
Movie A,1984,8.5,424513915.95,Crime
Movie D,1995,8.5,439205012.74,Comedy
Movie B,2017,8.5,906526788.75,Crime
Movie A,2019,8.5,158605991.06,Crime
Movie E,2006,8.5,183500444.52,Action
Movie A,1993,8.5,434653550.48,Action
Movie A,2007,8.5,650716265.12,Crime
Movie B,2016,8.5,517095540.99,Romance
Movie A,2003,8.5,478134420.27,Romance
Movie E,1995,8.5,476552422.04,Drama
Movie E,2017,8.5,897493030.52,Drama
Movie A,1983,8.5,989433945.08,Romance
Movie B,2010,8.5,538529760.97,Crime
Movie E,2012,8.5,145598487.76,Action
Movie C,1994,8.5,555688578.93,Crime
Movie C,1982,8.5,204922493.55,Action
Movie A,1988,8.5,290198711.63,Drama
Movie C,2020,8.5,293815346.57,Comedy
Movie C,1994,8.5,716063398.6,Romance
Movie C,2021,8.5,614161778.71,Crime
Movie B,1992,8.5,309205356.71,Action
Movie C,2016,8.5,353014235.46,Romance
Movie A,2014,8.5,404092232.2,Action
Movie E,2018,8.5,11347777.26,Drama
Movie E,2015,8.5,630388598.69,Romance
Movie B,2007,8.5,512325216.73,Crime
Movie A,1981,8.5,357470267.19,Crime
Movie E,1990,8.5,767487287.71,Drama
Movie D,2020,8.5,967437971.67,Action
Movie D,2011,8.5,719899609.13,Drama
Movie D,2021,8.5,750179465.6,Action
Movie C,2014,8.5,336882756.3,Comedy
Movie A,1993,8.5,373116953.82,Comedy
Movie D,1986,8.5,251911061.99,Romance
Movie E,1991,8.5,27271925.94,Romance
Movie A,1998,8.5,857515048.75,Drama
Movie E,1988,8.5,820660440.34,Crime
Movie A,2011,8.5,319881023.71,Comedy
Movie D,2011,8.5,689401301.94,Action
Movie A,2009,8.5,481624434.01,Comedy
Movie B,1994,8.5,6638278.85,Romance
Movie E,1999,8.5,480584713.18,Romance
Movie B,1988,8.5,216827220.1,Comedy
Movie D,1985,8.5,746028263.35,Action
Movie B,2005,8.5,502111473.79,Action
Movie E,1990,8.5,45776361.56,Crime
Movie E,2016,8.5,938495855.76,Action
Movie D,1986,8.5,613003346.37,Action
Movie B,2006,8.5,131574448.53,Comedy
Movie D,1989,8.5,954535756.99,Action
Movie E,2012,8.4,972030209.86,Drama
Movie A,2017,8.4,280588484.03,Action
Movie C,1987,8.4,952504554.58,Crime
Movie E,2003,8.4,971101783.56,Action
Movie E,2001,8.4,277596787.07,Romance
Movie B,1999,8.4,35053828.86,Romance
Movie C,1989,8.4,800066872.86,Drama
Movie D,1996,8.4,73561041.11,Comedy
Movie E,2009,8.4,347669293.18,Drama
Movie B,2010,8.4,827277002.08,Romance
Movie A,1991,8.4,908512086.05,Crime
Movie B,1998,8.4,660962581.79,Comedy
Movie D,1980,8.4,545960608.63,Romance
Movie B,2005,8.4,833461206.02,Action
Movie E,1981,8.4,310886527.48,Action
Movie C,1981,8.4,306457988.8,Drama
Movie C,2001,8.4,812679999.59,Romance
Movie B,2022,8.4,348654892.05,Drama
Movie D,2013,8.4,124933212.38,Action
Movie B,1995,8.4,762900839.02,Comedy
Movie E,2004,8.4,13596156.11,Crime
Movie A,1984,8.4,320187843.46,Comedy
Movie C,2004,8.4,713507658.5,Drama
Movie E,2001,8.4,845197300.07,Crime
Movie D,2013,8.4,862044990.73,Romance
Movie B,2013,8.4,737863452.22,Action
Movie A,2014,8.4,96567938.86,Drama
Movie C,2022,8.4,793647626.53,Action
Movie B,1987,8.4,671441695.37,Action
Movie A,2007,8.4,993535679.43,Drama
Movie E,2020,8.4,532245207.78,Drama
Movie E,2004,8.4,291407443.54,Crime
Movie E,1999,8.4,165448011.91,Romance
Movie E,1994,8.4,33651715.68,Action
Movie D,2016,8.4,729222946.13,Comedy
Movie A,1998,8.4,321967924.96,Comedy
Movie E,2021,8.4,497299091.62,Romance
Movie C,2014,8.4,884123267.7,Action
Movie B,2022,8.4,867544723.74,Romance
Movie A,2004,8.4,631620845.73,Drama
Movie A,2004,8.4,160906887.57,Action
Movie C,1998,8.4,198640977.81,Action
Movie E,1996,8.4,842658914.16,Action
Movie C,1995,8.4,265528313.04,Romance
Movie D,1988,8.4,620251810.16,Action
Movie D,1994,8.4,555288564.31,Romance
Movie E,2007,8.4,40050502.43,Drama
Movie A,1985,8.4,106838997.29,Romance
Movie A,2019,8.4,907317518.66,Action
Movie C,1990,8.4,988748515.61,Drama
Movie A,2023,8.4,573024493.97,Romance
Movie B,1995,8.4,869860468.43,Action
Movie B,2019,8.4,869300098.0,Romance
Movie B,1981,8.4,688901842.22,Drama
Movie B,2008,8.4,531958354.65,Crime
Movie D,1990,8.4,95630241.34,Action
Movie D,2006,8.4,681041556.08,Romance
Movie B,2018,8.4,48590323.14,Romance
Movie E,1992,8.4,281422598.48,Romance
Movie C,2012,8.4,497828985.7,Crime
Movie E,2009,8.4,670996671.46,Comedy
Movie D,1995,8.4,922885516.96,Comedy
Movie C,1988,8.4,196022940.25,Action
Movie C,2016,8.4,302981993.13,Crime
Movie A,1988,8.4,227222049.8,Romance
Movie D,2003,8.4,948054305.64,Action
Movie E,2011,8.4,205400811.66,Comedy
Movie C,1992,8.4,662906965.74,Romance
Movie B,2010,8.4,708606317.71,Action
Movie C,2011,8.4,802459263.25,Comedy
Movie B,2015,8.4,690454885.41,Drama
Movie B,2000,8.4,910832786.31,Romance
Movie A,2003,8.4,908819770.7,Crime
Movie D,2005,8.4,119525172.56,Drama
Movie E,1995,8.4,284030604.6,Comedy
Movie A,2005,8.4,908434831.22,Drama
Movie B,2009,8.4,103564539.97,Romance
Movie D,1980,8.4,86167116.3,Romance
Movie B,1990,8.4,797854415.87,Action
Movie E,1986,8.4,732816562.06,Comedy
Movie D,1984,8.4,837548832.44,Romance
Movie D,1992,8.4,906690778.54,Crime
Movie D,1997,8.4,421564490.37,Comedy
Movie E,2003,8.4,664086349.84,Romance
Movie A,2007,8.4,544463991.58,Romance
Movie D,2007,8.4,282437943.43,Romance
Movie A,1993,8.4,176731613.66,Action
Movie A,2019,8.4,781165872.44,Comedy
Movie E,1999,8.4,578788810.25,Romance
Movie A,1997,8.4,944981284.48,Action
Movie B,1983,8.4,276438731.77,Comedy
Movie C,1996,8.4,119594300.05,Action
Movie A,1993,8.4,553608935.07,Action
Movie A,2017,8.4,848069466.11,Romance
Movie B,1998,8.4,692599833.89,Crime
Movie E,2023,8.4,62782560.67,Action
Movie B,1993,8.4,311064315.15,Drama
Movie A,1992,8.4,912563851.44,Drama
Movie A,1980,8.4,998161326.57,Comedy
Movie D,2012,8.4,524947992.27,Comedy
Movie E,2001,8.4,542514168.21,Drama
Movie C,1995,8.4,450132905.11,Crime
Movie C,1984,8.4,226164715.75,Crime
Movie E,2006,8.4,383287864.27,Action
Movie C,2012,8.4,626349868.91,Drama
Movie A,1983,8.4,953062816.17,Action
Movie B,2010,8.4,563497955.83,Drama
Movie E,2012,8.4,821140529.67,Crime
Movie D,2004,8.3,156046527.84,Comedy
Movie C,2020,8.3,1072708.01,Crime
Movie B,1986,8.3,772077246.72,Action
Movie E,1980,8.3,748320650.0,Comedy
Movie C,1995,8.3,359127385.97,Romance
Movie A,2019,8.3,748413555.81,Crime
Movie E,2002,8.3,842619451.92,Action
Movie E,1982,8.3,224268244.72,Romance
Movie D,2013,8.3,79947798.69,Crime
Movie C,1988,8.3,132485727.1,Romance
Movie A,1982,8.3,53443459.51,Crime
Movie D,1983,8.3,26700523.75,Action
Movie C,1988,8.3,885901442.81,Romance
Movie C,2010,8.3,872337617.99,Comedy
Movie D,1994,8.3,887865623.62,Action
Movie C,1995,8.3,147521902.75,Action
Movie B,2021,8.3,941199473.47,Action
Movie B,2019,8.3,812648244.72,Romance
Movie B,2014,8.3,67025567.89,Crime
Movie D,2002,8.3,608817932.89,Drama
Movie A,2014,8.3,617761149.03,Crime
Movie B,2011,8.3,294087429.97,Crime
Movie E,2020,8.3,122378650.64,Action
Movie D,1992,8.3,802463133.04,Comedy
Movie D,1996,8.3,343106662.6,Crime
